fy.year	Ind	Gender	Birth_year	Occ_code	Marital_status	Region	HECS_accum_ind	PHI_Ind	Sw_amt	Alow_ben_amt	Grs_int_amt	Aust_govt_pnsn_allw_amt	Frk_Div_amt	Net_rent_amt	Gross_rent_amt	Other_rent_ded_amt	Rent_int_ded_amt	Rent_cap_wks_amt	Net_PP_BI_amt	Net_NPP_BI_amt	Total_PP_BI_amt	Total_NPP_BI_amt	Total_PP_BE_amt	Total_NPP_BE_amt	Net_CG_amt	Tot_CY_CG_amt	Net_PT_PP_dsn	Net_PT_NPP_dsn	Othr_pnsn_amt	Other_foreign_inc_amt	Other_inc_amt	Tot_inc_amt	WRE_car_amt	WRE_trvl_amt	WRE_uniform_amt	WRE_self_amt	WRE_other_amt	Int_Div_ded_amt	Gift_amt	Non_emp_spr_amt	Cost_tax_affairs_amt	Other_Ded_amt	Tot_ded_amt	PP_loss_claimed	NPP_loss_claimed	Rep_frng_ben_amt	Med_Exp_TO_amt	Taxable_Income	Taxed_othr_pnsn_amt	Untaxed_othr_pnsn_amt	age_range	Partner_status	Div_Ded_amt	Intrst_Ded_amt	ETP_txbl_amt	Unfranked_Div_amt	Dividends_franking_cr_amt	Net_farm_management_amt	Asbl_forgn_source_incm_amt	Spouse_adjusted_taxable_inc	Net_fincl_invstmt_lss_amt	Rptbl_Empr_spr_cont_amt	Cr_PAYG_ITI_amt	TFN_amts_wheld_gr_intst_amt	TFN_amts_wheld_divs_amt	Hrs_to_prepare_BPI_cnt	Help_debt	MCS_Emplr_Contr	MCS_Prsnl_Contr	MCS_Othr_Contr	MCS_Ttl_Acnt_Bal	WEIGHT
2003-04	54655.5	0.47943463544049	6.41934864147836	3.31947671759217	0.535760680633062	13.1479096148568	0.0766535541121581	0.4862135211783	27644.9970359528	464.834928185893	656.103302534078	850.619412679535	1013.75699387064	-238.69909431891	1490.17016741378	733.230619339493	919.737581191108	75.9010612020858	-71.0931387796176	1370.86260177477	321.532513036319	5702.19485865886	386.423181776599	4311.8678986369	902.23677614125	2117.60185710365	141.895617967249	2330.09832586223	1015.6034214619	106.298829018388	1504.54325313329	37692.0582654835	409.72965876864	79.4306010429055	96.8523831305462	70.5575519165676	358.112953984082	160.873433354679	113.529192205654	145.291327417437	102.715515506358	303.116942640198	1840.20955996707	36.6574329887476	50.4685939072363	662.708132833227	24.953737078035	35918.5392553289																								100
2004-05	56139	0.482271524889336	6.38027378715142	3.35123845489281	0.53131095415802	13.1078315238206	0.0716620501082145	0.48680495560088	29223.0839263607	487.76242685501	736.94828860764	858.131692154226	1108.38396109622	-377.466578195	1590.65809560284	792.383462329774	1087.62515920447	88.1160522635981	-86.986506586389	1391.00827417904	345.634519981831	6316.18545205162	419.565271605048	4880.12394346126	1065.54113487179	2510.13138933174	127.993533849319	2406.84982676773	1136.74266323468	69.1014366254888	1597.39280529405	39744.4868851145	416.878871006529	89.6779304755204	100.576119775199	69.4165412328438	383.67244404464	200.522021429144	141.424557122118	181.5052147813	114.614631669888	345.700820292669	2043.98915182985	40.7492540769704	50.6659333612405	781.84378813114	29.1537269431852	37798.7983736651																								100
2005-06	57414	0.482848110636	6.33694166006253	3.36999137833436	0.492035845228039	13.1778240309335	0.0743814608062564	0.491069173626412	30434.3689202017	495.064862793594	845.202112743518	836.65151924199	1304.86071220183	-430.71167060012	1668.64209637106	817.116235728531	1185.31708570284	96.9204455398121	-129.25377306731	1491.06228500266	369.61734609456	6486.76254713613	486.726545150531	4959.2096283975	1323.43424455921	3047.83267001663	80.2496277008021	2537.5283948897	1272.47430482378	111.127992545307	1774.65909585725	41946.7186288939	456.618809165092	93.2330810697832	105.364888048978	75.4053924599615	409.939256446655	235.158238045059	134.889337873497	324.538209654524	111.879540526183	386.960052949219	2333.98680623895	27.977217901713	56.1211561740706	818.660106072614	32.6023409128515	39730.0391110105																								100
2006-07	59093.5	0.485412823853925	6.33512429560185	3.40504797522549	0.493924830352157	13.224485133603	0.0793833448970267	0.494559423281945	31976.3525967543	510.043279237812	926.582243243701	817.168014824091	1547.75759396206	-530.168277122502	1805.06779990862	844.425862623323	1385.96957338433	104.840641023471	-131.424957270743	1545.49390790787	346.366295500313	12357.999610783	472.521026179074	10774.9767738988	2185.89689134077	4780.38437716819	10.5314165806441	2910.64618482731	1394.055319581	109.803394649112	1778.73590780634	45051.4735163217	486.846496200904	101.470360279559	109.245316704178	73.9917756756299	429.223402095003	358.979295348011	171.988289645136	619.600637977425	116.35384901765	428.135464437412	2895.83488738091	43.5491174927656	64.1651633865263	831.397373631395	35.1468024977578	42321.2755317889																								100
2007-08	63052	0.484397674916537	6.37624005773059	3.47986963038151	0.482320008247227	13.2692798743884	0.0821947138450314	0.496935045161495	33575.5779402552	518.193579851391	989.492002569328	798.545117879828	1320.65343409752	-653.615251024956	1813.37597043687	839.549344583396	1519.31148346986	108.130393408563	-91.8675527148442	1599.55348405668	374.812074256758	7747.81197909645	456.390783724416	6122.37428134144	1745.58268241041	4296.56617209741	92.7344313775247	2996.49893341158		93.9189630698715	1605.33383821162	45113.6743693647	497.888361101639	111.298517878242	112.186244577845	78.3663513159877	434.199812851399	295.676153620453	112.819219209694	587.766349729983	121.65816832272	122.336605790505	2474.19578439847	53.4879979064733	65.3023718706137	826.917971816689	37.0858425255545	42734.366985718	138.255513350198	384.817252563381																						100
2008-09	61340	0.483831788651685		5.40460877574809		13.2704293318335	0.068243138597478	0.509932425272459	35622.6031187082	519.756168537403	1082.90613715469	791.467496474539	1350.81507837527	-530.515132989346	2045.18250067249	921.769683482911	1534.4379885718	119.489961607121	-87.8727573586352	1646.78094865462	403.132532870337	7055.70213320943	461.123321839924	5327.06068683312	796.530310811141	2190.04440857849	54.3899607919856	3086.99425329519		85.5057018723661	1744.13708132606	46701.3844015683	546.799346261381	117.514660210794	117.127845841587	85.4730230927869	461.900039941636	251.711507266932	124.728038213549	491.665908590712	132.036289829555	129.344190937324	2458.30085018626	39.0481174447134	79.1495202927967	887.670807554675	41.4236095827322	44354.9772006619	152.832212522111	385.053823392757	6.02905142689458	0.470651048671737																				100
2009-10	61754.5	0.483385691615118		5.40544742041001		13.3542199695566	0.0897512711727176	0.51817696019691	36749.8383667455	536.549324740098	861.624874502057	867.145909576708	1185.57189817664	-345.846649609742	2203.35440619231	988.83192181883	1428.78902581209	131.580108171131	-72.3814084917576	1706.35047932118	365.799972471419	7127.6451080092	412.11702885643	5311.12616186806	748.749668037698	1965.84749166046	4.80729993198821	3371.62888233961		61.3848981442498	1816.77204715484	48038.6953395732	561.547632542022	133.071226155391	120.215783592966	91.3508193801211	465.647585581501		119.453517181073	310.597005861969	129.953751983677	121.912896330602	2265.36225183794	31.767326812838	105.789333484471	931.262938433138	45.9246121708715	45846.0318117045	130.638387796742	415.861361207371	5.96962140104285	0.483555721086893	110.468665997344	101.143367231272																		100
2010-11	62675	0.483801226974288		5.34648062609195		13.3241988368475	0.0939935699526921	0.521480027762487	39100.0455607943	564.959640683212	1122.70424175701	884.228657588014	1304.31682741785	-560.744258031576	2363.66875683093	1068.92678840677	1710.970602079	144.51562437674	-58.4107890768973	1803.40030634469	339.111217480794	6589.80744162299	378.664696168298	4740.96118836209	832.383585030595	2168.00411650671	194.772874135414	3370.48602701258		67.8447374929198	1901.9627759296	51064.0500043878	582.548692051791	142.307756743173	121.695019505541	93.2312423712993	487.397226942377		129.503179123886	342.763412552154	138.081069653527	128.123192047803	2358.83465364702	63.5739255997256	97.7002289607416	994.327693080918	42.4127276643611	48734.5557044731	131.33633295838	404.76348435169	5.74630032948009	0.488954838092047	110.609450414443	82.5744122410231																		100
2011-12	127137	0.479634094064254		3.55261077660625		13.4055758967724		0.535994777266953	41922.6755219783	627.790150743492	1330.68641184868	869.047071454696	1514.67684732551	-616.903131673438	2654.29478552579	1206.3360246664	1896.47753398906	168.38435854377	-77.7119906557126	2075.06553979384	406.965977512359	8279.75041392519	453.986380779713	6196.03481690939	642.772421767156	1855.40217797407	142.336862348735	3752.8927373335		73.0988701120449	1452.93748058189	55289.6117086753	610.772323447633	157.575027627786	126.625591391929	88.6526803868283	528.37691378951		175.772929095893	353.569175649794	167.433077833667	148.080818647674	2556.05523197508	51.2433093564791	88.8911130949806	1047.45085007059	47.3799656274949	52677.3043146539	143.736920553893	455.093997396499	5.89757072123269	0.493473550081999	109.377271672572	89.8194224317957	276.569214977603	68.5808127485026	658.616471273002	-22.3505012329268	230.2191620817	25927.7058673158	54.9124838264385	986.200434179012	1274.45315468021	8.99782517215748	0.99153665548446	0.0711518722003516	1543.5121542594					50
2012-13	127159.5	0.478039305121934		3.49195888611895				0.542883319308897	44302.0621780605	653.689695577977	1189.98935584583	838.144783302794	1597.03714640725	-423.868676224255	2882.16394828522	1337.00158463027	1773.64915578134	195.381884097862	-84.1256340487107	2109.55708207834	356.184049103878	7725.07693517565	408.476151904309	5558.64055631139	696.110039399492	1787.41411933092	107.136777577678	3718.32429871264		79.1762321188434	1690.95608647441	58082.6724140643	627.696545270095	154.144028342469	128.109728764775	86.0890224050205	549.953731155483		161.555473855567	225.490279885812	178.282190014077	150.665281262042	2434.08654912354	53.6157920398871	81.4909090194166	1146.67410486084	29.0714892378833	55564.7257763902	136.803910851768	460.136313591645	5.84974716693274	0.552890475703647	93.448057156788	78.6522110114109	264.858531444884	69.6487704370119	692.798240785159	-15.7627183290211	236.189793880103	32484.3533135681	64.0485494538334	730.414563656525	1371.26512083297	7.80759128335391	0.572920516833256	0.0755038966962622	1693.1648723252					50
2013-14	129387.5	0.478459968930418		3.57408008532542		275.128390023727		0.565999675392427	44853.2376088788	656.064183418736	1032.03157967957	909.94053884857	2072.23457534374	-269.353667679133	2977.32885838608	1402.71580993454	1634.4045885599	209.562127570776	-60.4451876927358	2182.39071931492	329.686201086663	7281.30077983105	358.540460015303	5026.88666558464	995.427585460672	2641.79810954733	185.935975020674	3945.42621360724		103.002477064929	1682.95894487081	60125.2157558333	663.886611483379	163.740236654378	130.097015156082	86.7400279780813	562.066042183527		230.662582021378	281.670202570583	174.748533469359	157.043907038574	2594.14548988693	45.7057316422825	81.9456166384567	1188.43657399893	16.9192577306839	57473.5630975291	148.988573040568	464.178105219226	5.81081175079413	0.555743621847635	87.3732059635048	56.1171253680818	292.374863780751	72.8950049077574	887.713027583915	-29.8018348056605	305.533898305085	34475.2152070919	46.7016856407522	814.986756783912	1487.70953032376	7.55117979395148	0.546380239127578	0.0670817006345305	1942.32439503196	4491.59099445849	2523.35347832472	641.0816735839	111072.147742818	50
2014-15	131670	0.480787122302432		3.57907488066713		13.7065455553488		0.577924272515655	45615.5882189877	660.910434838744	936.959835041525	966.602960442623	1652.28063446736	-278.083455166155	3056.73575885076	1477.2962834977	1629.22515844596	228.297772073259	-56.4731429829991	2208.0488837582	401.192519907799	7143.72809952191	414.393777602254	4861.94525687422	1290.0960321107	3196.28352807598	295.698711546714	3862.63028263949		195.926493986838	2048.58314567914	61094.7188756698	687.391753595176	151.395664903413	133.249636400229	89.8352807597811	589.089793004454		229.480764337983	325.395247190883	174.04762682322	160.922981404198	2679.81887984689	60.4418677066443	74.0745768761938	1193.72308697155	12.3532784737544	58362.9638450818	151.81838238924	491.689901609712	5.80708896137678	0.549235016461671	77.4381082938722	61.5720231336794	316.723781893301	75.1638192595856	707.652755573614	-47.0988004055609	623.62269925837		36.8808228177368	932.023581771025	1489.13456039554	8.50640808995249	0.610479268167647	0.0620720819931723	2277.60091744861	4788.38592460669	3098.3498266493	654.760050733086	117862.956607263	50
2015-16	134820	0.483880299214876		3.4453806756441		13.2499415885684		0.580424196796458	46332.9331513616	626.529125979551	806.29213133115	979.362766513746	1579.86888395225	-253.887675744236	3110.08809556481	1523.48662100067	1596.99007932829	243.499070980088	-27.9376610950196	2316.94646545937	490.302211475343	7368.6034475725	480.814407411391	4982.67512118054	1065.98661914634	2741.54968680347	303.243369838933	3953.36617106576		145.293143795964	1758.55128523693	61251.8819866562	643.998212424761	151.202081301295	137.917626901153	86.6021866273054	607.328342710068		245.661280452754	341.473944792853	157.885465381492	157.921153839022	2653.4427475254	67.0988098902607	72.8465281357667	1211.65326232481		58528.3410003746	153.911982317098	504.696972618946	5.806396700774	0.545065810212914	70.2274040476341	53.2250490470592	305.415314550195	69.8392554489521	676.743664677587	-45.2729797989163	385.831578517944		35.2927321344464	1074.56435456295	1473.35323525158	7.98590708317417	0.54275160492362	0.0231791395161679	2626.20152129328	4907.76532326555	2804.97337180452	627.206776467796	120133.655769381	50
