fy.year	Sw_amt_percentile	average_salary	min_salary
2003-04	52	32391.33	32112
2004-05	52	33710.38	33430
2005-06	52	34906.06	34595
2006-07	52	35936.8	35612
2007-08	52	37373.39	36999
2008-09	52	39510.9	39156
2009-10	52	41085.12	40698
2010-11	52	42934.32	42538
2011-12	52	44873.6	44439
2012-13	52	46832.57	46413
2013-14	52	47720.14	47282
2014-15	52	48629.36	48200
2015-16	52	49556.34	49110
2016-17	52	50561.19	50091
2003-04	53	32972.4	32686
2004-05	53	34298.57	33990
2005-06	53	35581.51	35221
2006-07	53	36582.34	36257
2007-08	53	38100.72	37733
2008-09	53	40260.92	39881
2009-10	53	41874.82	41465
2010-11	53	43713.8	43314
2011-12	53	45696.18	45288
2012-13	53	47685.19	47257
2013-14	53	48593.33	48162
2014-15	53	49500.69	49054
2015-16	53	50483.33	50008
2016-17	53	51493	51025
2003-04	54	33549.82	33246
2004-05	54	34939.15	34622
2005-06	54	36260.94	35934
2006-07	54	37235.65	36910
2007-08	54	38809.71	38452
2008-09	54	41004.93	40637
2009-10	54	42681.03	42271
2010-11	54	44530.55	44131
2011-12	54	46536.5	46116
2012-13	54	48573.95	48128
2013-14	54	49471.22	49032
2014-15	54	50407.96	49966
2015-16	54	51431.84	50959
2016-17	54	52418.55	51947
2003-04	55	34140.87	33853
2004-05	55	35559.64	35240
2005-06	55	36897.18	36587
2006-07	55	37923.36	37581
2007-08	55	39526.23	39172
2008-09	55	41737.07	41366
2009-10	55	43449.05	43067
2010-11	55	45365.31	44968
2011-12	55	47378.73	46956
2012-13	55	49443.21	49002
2013-14	55	50341.17	49888
2014-15	55	51325.74	50862
2015-16	55	52382.59	51908
2016-17	55	53366.74	52889
2003-04	56	34730.76	34437
2004-05	56	36193.86	35878
2005-06	56	37532.45	37219
2006-07	56	38619.41	38257
2007-08	56	40311.46	39918
2008-09	56	42498.29	42107
2009-10	56	44246.6	43842
2010-11	56	46155.26	45760
2011-12	56	48225.68	47802
2012-13	56	50360.13	49878
2013-14	56	51263.57	50798
2014-15	56	52258.63	51792
2015-16	56	53361.93	52871
2016-17	56	54330.65	53850
2003-04	57	35342.3	35027
2004-05	57	36837.75	36516
2005-06	57	38176.51	37846
2006-07	57	39313.17	38988
2007-08	57	41070.53	40701
2008-09	57	43250.77	42877
2009-10	57	45055.55	44664
2010-11	57	46955.39	46555
2011-12	57	49105.23	48653
2012-13	57	51306.43	50835
2013-14	57	52213.87	51726
2014-15	57	53203.48	52730
2015-16	57	54380.56	53870
2016-17	57	55294.35	54804
2003-04	58	35947.19	35650
2004-05	58	37456.9	37156
2005-06	58	38844.63	38498
2006-07	58	40018.5	39653
2007-08	58	41807.43	41435
2008-09	58	44035.16	43634
2009-10	58	45859	45444
2010-11	58	47781.49	47355
2011-12	58	50012.06	49553
2012-13	58	52236.32	51768
2013-14	58	53178.53	52682
2014-15	58	54170.48	53689
2015-16	58	55384.94	54889
2016-17	58	56265.84	55774
2003-04	59	36549.49	36249
2004-05	59	38097.78	37774
2005-06	59	39501.06	39175
2006-07	59	40729.88	40377
2007-08	59	42572.88	42180
2008-09	59	44817.32	44439
2009-10	59	46685.28	46277
2010-11	59	48654.14	48202
2011-12	59	50899.52	50458
2012-13	59	53188.59	52710
2013-14	59	54127.98	53658
2014-15	59	55121.32	54633
2015-16	59	56396.71	55875
2016-17	59	57264.91	56770
2003-04	60	37176.08	36872
2004-05	60	38759.23	38424
2005-06	60	40177.69	39834
2006-07	60	41487.2	41099
2007-08	60	43334.4	42938
2008-09	60	45609.06	45196
2009-10	60	47508.99	47094
2010-11	60	49525.38	49106
2011-12	60	51852.29	51363
2012-13	60	54164.55	53668
2013-14	60	55080.71	54601
2014-15	60	56111.71	55619
2015-16	60	57423.41	56909
2016-17	60	58280.24	57757
2003-04	61	37806.45	37487
2004-05	61	39401.88	39105
2005-06	61	40865.55	40516
2006-07	61	42190.41	41848
2007-08	61	44089.75	43724
2008-09	61	46419.79	46019
2009-10	61	48328.91	47923
2010-11	61	50429.91	49942
2011-12	61	52808.93	52336
2012-13	61	55122.13	54657
2013-14	61	56055.9	55561
2014-15	61	57133.71	56623
2015-16	61	58480.92	57938
2016-17	61	59348.48	58826
2003-04	62	38440.29	38115
2004-05	62	40064.34	39715
2005-06	62	41571.77	41222
2006-07	62	42908.71	42545
2007-08	62	44831.24	44448
2008-09	62	47262.52	46848
2009-10	62	49169.78	48740
2010-11	62	51376.17	50924
2011-12	62	53759.88	53286
2012-13	62	56101.95	55596
2013-14	62	57092.62	56556
2014-15	62	58179.89	57650
2015-16	62	59556.63	59012
2016-17	62	60395.81	59874
2003-04	63	39080.96	38763
2004-05	63	40759.33	40420
2005-06	63	42285.03	41939
2006-07	63	43680.23	43275
2007-08	63	45602.68	45207
2008-09	63	48077.06	47667
2009-10	63	50046.6	49614
2010-11	63	52329.74	51841
2011-12	63	54717.56	54238
2012-13	63	57120.46	56609
2013-14	63	58173.98	57618
2014-15	63	59248.11	58688
2015-16	63	60695.97	60114
2016-17	63	61510.81	60937
2003-04	64	39726.31	39394
2004-05	64	41464.87	41105
2005-06	64	43003.3	42638
2006-07	64	44434.05	44074
2007-08	64	46410.43	46007
2008-09	64	48950.38	48516
2009-10	64	50920.63	50484
2010-11	64	53275.74	52801
2011-12	64	55698.13	55200
2012-13	64	58176.45	57646
2013-14	64	59290.18	58717
2014-15	64	60366.21	59799
2015-16	64	61834.19	61250
2016-17	64	62653.66	62090
2003-04	65	40380.79	40065
2004-05	65	42200.99	41847
2005-06	65	43735.57	43358
2006-07	65	45205.05	44813
2007-08	65	47267.18	46835
2008-09	65	49836.7	49377
2009-10	65	51832	51367
2010-11	65	54219.12	53731
2011-12	65	56693.12	56192
2012-13	65	59321.36	58725
2013-14	65	60413.72	59852
2014-15	65	61518.79	60932
2015-16	65	62979.21	62402
2016-17	65	63785.34	63225
2003-04	66	41071.96	40713
2004-05	66	42903.82	42539
2005-06	66	44486	44111
2006-07	66	46010.2	45615
2007-08	66	48140.57	47692
2008-09	66	50737.59	50309
2009-10	66	52785.16	52294
2010-11	66	55224.05	54704
2011-12	66	57740.93	57204
2012-13	66	60435.78	59894
2013-14	66	61580.06	60992
2014-15	66	62703.25	62090
2015-16	66	64143.2	63540
2016-17	66	64942.38	64363
2003-04	67	41777.21	41424
2004-05	67	43653.35	43274
2005-06	67	45263.47	44873
2006-07	67	46832.59	46433
2007-08	67	49018.79	48572
2008-09	67	51697.02	51217
2009-10	67	53758.92	53274
2010-11	67	56219.86	55717
2011-12	67	58842.45	58297
2012-13	67	61589.21	61017
2013-14	67	62783.3	62186
2014-15	67	63882.53	63297
2015-16	67	65332.63	64760
2016-17	67	66154.34	65544
2003-04	68	42511.73	42156
2004-05	68	44415.75	44021
2005-06	68	46091.73	45667
2006-07	68	47635.8	47246
2007-08	68	49897.77	49451
2008-09	68	52632.8	52164
2009-10	68	54718.42	54248
2010-11	68	57287.13	56738
2011-12	68	59923.34	59387
2012-13	68	62815.69	62187
2013-14	68	63970.77	63375
2014-15	68	65080.55	64470
2015-16	68	66516.04	65917
2016-17	68	67471.74	66801
2003-04	69	43255.27	42864
2004-05	69	45215.75	44800
2005-06	69	46893.8	46505
2006-07	69	48469.67	48040
2007-08	69	50784.13	50338
2008-09	69	53601.46	53112
2009-10	69	55691.92	55194
2010-11	69	58385.72	57823
2011-12	69	61057.41	60490
2012-13	69	64009.15	63418
2013-14	69	65186.1	64574
2014-15	69	66341.14	65701
2015-16	69	67811.59	67145
2016-17	69	68779.23	68138
2003-04	70	44003.39	43618
2004-05	70	46030.18	45630
2005-06	70	47689.35	47294
2006-07	70	49380.23	48932
2007-08	70	51715.17	51249
2008-09	70	54581.21	54087
2009-10	70	56713.93	56193
2010-11	70	59597.07	58997
2011-12	70	62239.59	61641
2012-13	70	65252.87	64622
2013-14	70	66438.84	65779
2014-15	70	67627.86	66983
2015-16	70	69122.31	68470
2016-17	70	70069.42	69411
2003-04	71	44750.51	44405
2004-05	71	46852.26	46426
2005-06	71	48560.54	48098
2006-07	71	50280.22	49831
2007-08	71	52648.92	52197
2008-09	71	55598.2	55082
2009-10	71	57780.5	57240
2010-11	71	60756.78	60162
2011-12	71	63403.35	62818
2012-13	71	66510.15	65882
2013-14	71	67762.99	67103
2014-15	71	68957.54	68301
2015-16	71	70462.26	69775
2016-17	71	71417.24	70735
2003-04	72	45481.07	45109
2004-05	72	47662.32	47279
2005-06	72	49435.23	49016
2006-07	72	51221.45	50740
2007-08	72	53618.23	53122
2008-09	72	56631.49	56114
2009-10	72	58889.41	58336
2010-11	72	61925.45	61337
2011-12	72	64618.86	63996
2012-13	72	67799.45	67141
2013-14	72	69052.14	68403
2014-15	72	70312.38	69627
2015-16	72	71854.86	71138
2016-17	72	72786.06	72094
2003-04	73	46264.89	45845
2004-05	73	48499.51	48067
2005-06	73	50329.83	49890
2006-07	73	52210.78	51700
2007-08	73	54612.19	54113
2008-09	73	57746.64	57148
2009-10	73	60017.16	59455
2010-11	73	63100.7	62540
2011-12	73	65856.76	65239
2012-13	73	69151.4	68487
2013-14	73	70430.3	69736
2014-15	73	71675.3	70984
2015-16	73	73230.48	72554
2016-17	73	74154.25	73468
2003-04	74	47134.89	46717
2004-05	74	49383.79	48944
2005-06	74	51247.77	50759
2006-07	74	53194.52	52703
2007-08	74	55621.95	55133
2008-09	74	58866.65	58302
2009-10	74	61218.36	60589
2010-11	74	64315.77	63673
2011-12	74	67192.57	66521
2012-13	74	70504.9	69834
2013-14	74	71819.52	71119
2014-15	74	73063.79	72366
2015-16	74	74643.9	73920
2016-17	74	75615.74	74856
2003-04	75	47984.13	47560
2004-05	75	50298.61	49847
2005-06	75	52203.01	51735
2006-07	75	54173.76	53652
2007-08	75	56685.88	56133
2008-09	75	60018.42	59462
2009-10	75	62494.62	61832
2010-11	75	65606.59	64951
2011-12	75	68543.93	67857
2012-13	75	71910.49	71189
2013-14	75	73229.89	72511
2014-15	75	74512	73780
2015-16	75	76124.41	75370
2016-17	75	77168.14	76399
2003-04	76	48844.42	48413
2004-05	76	51240.3	50767
2005-06	76	53176.59	52666
2006-07	76	55206.77	54661
2007-08	76	57840.68	57305
2008-09	76	61226.44	60599
2009-10	76	63707.25	63094
2010-11	76	66844.94	66246
2011-12	76	69907.36	69227
2012-13	76	73343.52	72599
2013-14	76	74646.02	73930
2014-15	76	76024.48	75249
2015-16	76	77671.15	76899
2016-17	76	78710.84	77946
2003-04	77	49742.72	49280
2004-05	77	52242.69	51722
2005-06	77	54241.52	53720
2006-07	77	56249.6	55732
2007-08	77	59003.97	58431
2008-09	77	62465.91	61853
2009-10	77	64925.29	64309
2010-11	77	68212	67482
2011-12	77	71317.17	70607
2012-13	77	74817.26	74080
2013-14	77	76131.72	75383
2014-15	77	77581.51	76790
2015-16	77	79321.08	78465
2016-17	77	80337.93	79522
2003-04	78	50707.53	50213
2004-05	78	53198.7	52712
2005-06	78	55307.51	54779
2006-07	78	57374.62	56786
2007-08	78	60216.74	59595
2008-09	78	63746.2	63110
2009-10	78	66251.57	65593
2010-11	78	69658.89	68922
2011-12	78	72816.33	72085
2012-13	78	76331.26	75540
2013-14	78	77685.33	76882
2014-15	78	79182.82	78368
2015-16	78	81034.96	80188
2016-17	78	81984.06	81146
2003-04	79	51643.35	51175
2004-05	79	54171.2	53697
2005-06	79	56387.67	55856
2006-07	79	58588.15	57978
2007-08	79	61467.68	60850
2008-09	79	65026.34	64376
2009-10	79	67572.04	66933
2010-11	79	71081.1	70332
2011-12	79	74345.28	73553
2012-13	79	77915.33	77100
2013-14	79	79356.81	78497
2014-15	79	80883.86	79993
2015-16	79	82759.54	81896
2016-17	79	83693.01	82815
2003-04	80	52614.65	52127
2004-05	80	55199.6	54658
2005-06	80	57507.43	56921
2006-07	80	59839.27	59218
2007-08	80	62757.52	62116
2008-09	80	66382.39	65697
2009-10	80	68942.05	68234
2010-11	80	72571.69	71821
2011-12	80	75933.22	75120
2012-13	80	79603.94	78769
2013-14	80	81093.63	80226
2014-15	80	82688.78	81772
2015-16	80	84570.46	83642
2016-17	80	85456.39	84583
2003-04	81	53629.47	53107
2004-05	81	56287.52	55727
2005-06	81	58666.95	58091
2006-07	81	61070.14	60419
2007-08	81	64051.79	63394
2008-09	81	67787.01	67095
2009-10	81	70445.14	69665
2010-11	81	74082.42	73301
2011-12	81	77588.24	76735
2012-13	81	81387.21	80498
2013-14	81	82880.29	81984
2014-15	81	84518.15	83608
2015-16	81	86487.88	85522
2016-17	81	87344.05	86358
2003-04	82	54670.42	54181
2004-05	82	57501.31	56852
2005-06	82	59884.87	59254
2006-07	82	62377.03	61728
2007-08	82	65403.08	64741
2008-09	82	69242.91	68475
2009-10	82	71995.54	71213
2010-11	82	75703.92	74898
2011-12	82	79367.34	78469
2012-13	82	83245.73	82291
2013-14	82	84775.64	83820
2014-15	82	86379.18	85432
2015-16	82	88445.73	87456
2016-17	82	89369.3	88322
2003-04	83	55775.49	55181
2004-05	83	58764.4	58141
2005-06	83	61143.87	60516
2006-07	83	63741.52	63066
2007-08	83	66790.88	66090
2008-09	83	70818.65	70053
2009-10	83	73565.05	72766
2010-11	83	77413.03	76555
2011-12	83	81199.18	80283
2012-13	83	85245.98	84239
2013-14	83	86746.76	85780
2014-15	83	88318.28	87309
2015-16	83	90462.59	89444
2016-17	83	91445.62	90425
2003-04	84	56915.86	56369
2004-05	84	60091.36	59413
2005-06	84	62541.97	61818
2006-07	84	65219.17	64450
2007-08	84	68329.35	67547
2008-09	84	72471.96	71639
2009-10	84	75176.66	74364
2010-11	84	79337.24	78398
2011-12	84	83188.2	82132
2012-13	84	87286.19	86280
2013-14	84	88807.66	87724
2014-15	84	90478.6	89377
2015-16	84	92652.14	91548
2016-17	84	93679.84	92554
2003-04	85	58144.44	57520
2004-05	85	61463.36	60784
2005-06	85	64041.87	63281
2006-07	85	66740.55	65942
2007-08	85	69985.41	69114
2008-09	85	74204.22	73280
2009-10	85	76946.88	76040
2010-11	85	81243.96	80270
2011-12	85	85258.11	84227
2012-13	85	89463.44	88351
2013-14	85	91104.64	89949
2014-15	85	92832.75	91633
2015-16	85	95031.36	93822
2016-17	85	96044.14	94831
2003-04	86	59484.52	58806
2004-05	86	62960.05	62181
2005-06	86	65576.94	64800
2006-07	86	68432.5	67547
2007-08	86	71748.99	70886
2008-09	86	76016.82	75092
2009-10	86	78863.5	77899
2010-11	86	83337.88	82259
2011-12	86	87408.12	86298
2012-13	86	91875.96	90648
2013-14	86	93545.34	92299
2014-15	86	95308.89	94020
2015-16	86	97575.59	96252
2016-17	86	98594.35	97304
2003-04	87	60994.99	60186
2004-05	87	64481.91	63719
2005-06	87	67141.48	66365
2006-07	87	70193.76	69325
2007-08	87	73623.34	72641
2008-09	87	78002.23	76966
2009-10	87	80966.02	79867
2010-11	87	85567.81	84400
2011-12	87	89782.17	88564
2012-13	87	94388.33	93120
2013-14	87	96168.34	94826
2014-15	87	98028.02	96651
2015-16	87	100370.02	98949
2016-17	87	101397.68	99964
2003-04	88	62574.67	61780
2004-05	88	66086.39	65227
2005-06	88	68909.46	67968
2006-07	88	72105.11	71085
2007-08	88	75653.83	74618
2008-09	88	80095.95	79052
2009-10	88	83263.53	82053
2010-11	88	87898.32	86718
2011-12	88	92375.43	91051
2012-13	88	97161.35	95737
2013-14	88	99035	97517
2014-15	88	100948.06	99437
2015-16	88	103324.86	101852
2016-17	88	104304.27	102802
2003-04	89	64197.89	63404
2004-05	89	67901.49	66918
2005-06	89	70893.81	69832
2006-07	89	74113.32	73119
2007-08	89	77813.98	76705
2008-09	89	82454.17	81213
2009-10	89	85684.4	84509
2010-11	89	90467.66	89101
2011-12	89	95272.99	93752
2012-13	89	100274.15	98640
2013-14	89	102297.74	100636
2014-15	89	104263.76	102505
2015-16	89	106601.15	104890
2016-17	89	107398.31	105841
2003-04	90	65971.86	65058
2004-05	90	69827.3	68830
2005-06	90	73095.01	72009
2006-07	90	76265.8	75176
2007-08	90	80104.71	78927
2008-09	90	84992.03	83719
2009-10	90	88278.63	86924
2010-11	90	93405.67	91872
2011-12	90	98521.1	96847
2012-13	90	103836.22	101927
2013-14	90	105910.37	104059
2014-15	90	107952.41	106006
2015-16	90	110148.42	108324
2016-17	90	110944.61	109041
2003-04	91	68019.54	66932
2004-05	91	72121.37	70915
2005-06	91	75487.54	74241
2006-07	91	78685.89	77427
2007-08	91	82586.56	81276
2008-09	91	87886.72	86317
2009-10	91	91105.13	89683
2010-11	91	96846.01	95051
2011-12	91	102176.64	100249
2012-13	91	107869.32	105776
2013-14	91	109989.16	107846
2014-15	91	112106.21	109916
2015-16	91	114160.42	112034
2016-17	91	115048.7	112883
2003-04	92	70414.1	69185
2004-05	92	74653.98	73380
2005-06	92	78122.74	76765
2006-07	92	81400.69	80046
2007-08	92	85632.68	84027
2008-09	92	91418.48	89578
2009-10	92	94525.19	92670
2010-11	92	100771.46	98705
2011-12	92	106344.49	104170
2012-13	92	112344.09	109981
2013-14	92	114692.91	112270
2014-15	92	116695.26	114333
2015-16	92	118796.36	116360
2016-17	92	119611.4	117241
2003-04	93	73161.64	71704
2004-05	93	77590.69	76058
2005-06	93	81229.17	79688
2006-07	93	84703.25	82973
2007-08	93	89271.95	87327
2008-09	93	95367.77	93284
2009-10	93	98496.3	96354
2010-11	93	105283.46	102900
2011-12	93	111177.68	108686
2012-13	93	117574.48	114886
2013-14	93	120077.61	117286
2014-15	93	122130.8	119228
2015-16	93	124229.45	121421
2016-17	93	124828.35	122107
2003-04	94	76373.62	74700
2004-05	94	81073.57	79207
2005-06	94	84775.06	82896
2006-07	94	88595.82	86538
2007-08	94	93627.08	91285
2008-09	94	100052.85	97721
2009-10	94	103243.28	100658
2010-11	94	110635.12	107705
2011-12	94	117038.55	113894
2012-13	94	124042.61	120452
2013-14	94	126408.02	123128
2014-15	94	128546.02	125200
2015-16	94	130730.84	127330
2016-17	94	131048.11	127776
2003-04	95	80591.9	78293
2004-05	95	85528.03	83165
2005-06	95	89211.87	86833
2006-07	95	93448.15	90885
2007-08	95	98916.84	96088
2008-09	95	105465.9	102607
2009-10	95	109102.68	105997
2010-11	95	117502.78	113843
2011-12	95	124134.89	120397
2012-13	95	131519.53	127632
2013-14	95	134103.34	129970
2014-15	95	136134.89	132116
2015-16	95	138570.09	134378
2016-17	95	138579.24	134626
2003-04	96	85895.03	83065
2004-05	96	90961.52	87966
2005-06	96	95032.36	91800
2006-07	96	99750.13	96302
2007-08	96	105880.52	102088
2008-09	96	112438.82	108560
2009-10	96	116560.72	112418
2010-11	96	125799.11	121244
2011-12	96	132934.74	128166
2012-13	96	140725.25	135649
2013-14	96	143475.88	138399
2014-15	96	145577.18	140430
2015-16	96	148061.9	142966
2016-17	96	148176.62	142703
2003-04	97	92706.52	89130
2004-05	97	98352.48	94128
2005-06	97	102994.56	98475
2006-07	97	108015.16	103442
2007-08	97	114860.45	109958
2008-09	97	122244.48	116803
2009-10	97	126360.48	120933
2010-11	97	136286.24	130684
2011-12	97	144667.79	138199
2012-13	97	153205.21	146452
2013-14	97	155705.94	148910
2014-15	97	158744.67	151481
2015-16	97	160769.1	153666
2016-17	97	160911.2	153980
2003-04	98	103026.5	96826
2004-05	98	109806.12	103550
2005-06	98	115569.88	108323
2006-07	98	120538.54	113156
2007-08	98	128047.68	120441
2008-09	98	135876.21	128153
2009-10	98	140619.13	132529
2010-11	98	152103.1	142539
2011-12	98	161346.66	151961
2012-13	98	171255.21	160811
2013-14	98	173645.24	163431
2014-15	98	177400.76	166679
2015-16	98	179233.19	168647
2016-17	98	179520.53	168857
2003-04	99	122126.93	110417
2004-05	99	129764.23	117271
2005-06	99	137755.96	124423
2006-07	99	142919.62	129563
2007-08	99	152284.91	136730
2008-09	99	161421.81	145108
2009-10	99	168693.61	151126
2010-11	99	181474.87	163710
2011-12	99	193033.2	173273
2012-13	99	203492.43	183737
2013-14	99	205130.29	186129
2014-15	99	209998.19	189958
2015-16	99	212885.37	192024
2016-17	99	215631.77	192895
2003-04	100	226872.91	138537
2004-05	100	240316.58	148526
2005-06	100	260420.36	157125
2006-07	100	272048	162107
2007-08	100	250358	250358
2008-09	100	255125	255125
2009-10	100	269120	269120
2010-11	100	281875	281875
2011-12	100	344473.8	219231
2012-13	100	366996.61	230014
2013-14	100	366507.77	232922
2014-15	100	389892.52	312413
2015-16	100	387422.37	315322
2016-17	100	385088.68	321674
